Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
11-April-2016,312.10,317.40,310.45,315.25,315.244075468701400975,151109,4215,47636217.00,37913,25.09,6.95,3.15
8-April-2016,314.35,316.75,312.10,313.15,314.457000332206643078,189641,2398,59633940.00,25980,13.70,4.65,-1.20
7-April-2016,316.85,318.10,310.15,314.40,314.525433849124679218,78714,3078,24757555.00,11204,14.23,7.95,-2.45
6-April-2016,316.00,318.50,314.10,316.60,316.407898366987663728,76117,2859,24084020.00,15362,20.18,4.40,0.60
5-April-2016,324.30,325.00,312.55,314.55,318.272522716198010720,139548,3917,44414294.00,28362,20.32,12.45,-9.75
4-April-2016,328.50,328.50,322.75,324.30,324.724463155460930048,207602,2902,67413448.00,120482,58.04,5.75,-4.20
1-April-2016,324.00,329.50,320.75,324.85,325.329884058651761040,638685,6400,207783317.00,436336,68.32,8.75,0.85
31-March-2016,323.00,325.80,318.15,322.65,322.156810477502942271,99413,2873,32026575.00,14550,14.64,7.65,-0.35
30-March-2016,316.90,326.10,316.90,321.50,322.699341508199489246,189524,5171,61159270.00,40583,21.41,9.20,4.60
29-March-2016,318.50,319.35,313.20,315.25,315.956691568292496366,196105,3861,61960687.00,30174,15.39,6.15,-3.25
28-March-2016,310.60,320.40,310.00,314.30,315.976424451982010731,303959,6540,96043878.00,69893,22.99,10.40,3.70
23-March-2016,317.00,317.05,307.50,309.30,310.963741675017620913,208559,4622,64854287.00,41746,20.02,9.55,-7.70
22-March-2016,306.80,318.40,306.00,317.15,312.988207793721219973,583521,11521,182635192.00,81761,14.01,12.40,10.35
21-March-2016,287.50,306.80,287.10,305.10,299.901462039034951603,409223,7522,122726576.00,70467,17.22,19.70,17.60
18-March-2016,284.35,287.95,282.35,286.80,285.351305941652665342,65470,1501,18681950.00,22103,33.76,5.60,2.45
17-March-2016,283.00,285.85,282.30,283.00,283.738586551364246309,67070,1811,19030347.00,24349,36.30,3.55,0.00
16-March-2016,282.55,287.55,282.55,283.90,284.562834224598930481,46376,1269,13196886.00,14354,30.95,5.00,1.35
15-March-2016,289.95,290.50,284.50,285.95,286.026488478957982082,120996,1962,34608061.00,69424,57.38,6.00,-4.00
14-March-2016,290.00,292.60,286.80,288.65,289.592607270624022621,93362,2396,27036945.00,13799,14.78,5.80,-1.35
11-March-2016,284.00,289.30,282.25,288.00,286.921295978785177056,174972,3285,50203193.00,70634,40.37,7.05,4.00
10-March-2016,287.30,287.60,282.00,283.50,284.628617467805023845,76953,1475,21903026.00,14750,19.17,5.60,-3.80
9-March-2016,281.00,285.90,280.00,284.60,283.680934274009308665,129127,2433,36630868.00,42526,32.93,5.90,3.60
8-March-2016,288.20,288.20,280.50,282.85,283.611312825014297304,75189,1586,21324451.00,22809,30.34,7.70,-5.35
4-March-2016,289.00,294.90,284.10,288.20,289.983641385171021882,155331,3110,45043449.00,50874,32.75,10.80,-0.80
3-March-2016,289.50,290.35,285.60,286.95,287.596870163701204448,104031,2123,29918990.00,25260,24.28,4.75,-2.55
2-March-2016,288.00,293.90,285.00,287.60,290.177611311087330155,185022,4444,53689242.00,25443,13.75,8.90,-0.40
1-March-2016,269.50,285.40,266.50,283.70,277.172985598638205681,206786,4451,57315493.00,42062,20.34,18.90,14.20
29-February-2016,263.50,270.00,256.30,267.70,263.065834952572926314,165201,3311,43458739.00,15086,9.13,13.70,4.20
26-February-2016,270.25,270.35,260.80,264.55,264.931521830571212248,71322,1487,18895446.00,22637,31.74,9.55,-5.70
25-February-2016,271.90,272.00,262.50,267.60,265.875831718710103786,133158,2664,35403494.00,22643,17.00,9.50,-4.30
24-February-2016,278.50,278.65,268.50,270.35,272.638022054985497096,151349,2573,41263492.00,57797,38.19,10.15,-8.15
23-February-2016,288.00,288.30,277.60,280.30,282.373993390869132792,62338,1332,17602630.00,14124,22.66,10.70,-7.70
22-February-2016,289.10,291.70,285.00,286.70,288.086543789904830743,83010,1483,23914064.00,20253,24.40,6.70,-2.40
19-February-2016,284.60,289.50,282.60,287.45,286.736673606607734052,146495,3186,42005489.00,36097,24.64,6.90,2.85
18-February-2016,284.00,289.00,281.65,284.90,285.186400854396582413,84270,1953,24032658.00,15770,18.71,7.35,0.90
17-February-2016,279.65,284.00,271.80,281.90,278.269062796391468337,90674,1985,25231769.00,17049,18.80,12.20,2.25
16-February-2016,284.10,288.00,275.20,276.70,281.100336878910201636,101817,2014,28620793.00,18817,18.48,12.80,-7.40
15-February-2016,278.55,289.00,278.55,285.05,284.967405143875732111,129591,3672,36929211.00,31813,24.55,10.45,6.50
12-February-2016,277.50,283.60,269.70,276.15,275.241090828215086140,175353,3466,48264351.00,39375,22.45,13.90,-1.35
11-February-2016,285.50,288.15,274.35,277.95,281.542287141138266078,154586,3081,43522496.00,32371,20.94,13.80,-7.55
10-February-2016,285.00,289.00,280.20,286.40,283.961955769456009029,93917,1596,26668855.00,13837,14.73,8.80,1.40
9-February-2016,280.00,288.25,278.20,285.75,283.577685016688371611,115949,1779,32880549.00,22148,19.10,10.05,5.75
8-February-2016,288.00,294.85,284.20,287.05,291.182698814390463212,107877,2048,31411916.00,12251,11.36,10.65,-0.95
5-February-2016,280.80,292.00,278.50,288.40,285.587791584317533697,146227,2487,41760646.00,33943,23.21,13.50,7.60
4-February-2016,290.00,290.00,276.25,281.35,281.887929714799161369,150245,3568,42352252.00,21657,14.41,13.75,-8.65
3-February-2016,292.90,294.15,284.75,287.45,288.333327269419683463,109940,2164,31699366.00,14098,12.82,9.40,-5.45
2-February-2016,299.00,300.50,290.00,293.10,297.023241339867448667,178346,3918,52972907.00,29673,16.64,10.50,-5.90
1-February-2016,292.10,302.60,291.15,295.35,297.249511450092018138,210828,4290,62668520.00,49196,23.33,11.45,3.25
29-January-2016,293.40,295.00,279.60,291.50,287.134456001049937659,609560,10503,175025679.00,41040,6.73,15.40,-1.90
28-January-2016,291.00,296.30,290.00,291.65,293.570208526083552772,140510,3105,41249550.00,32133,22.87,6.30,0.65
27-January-2016,289.60,292.95,287.40,289.85,290.682070571377395665,89328,2448,25966048.00,18525,20.74,5.55,0.25
25-January-2016,288.00,292.65,287.00,288.00,289.464973664409330323,106320,2380,30775916.00,19197,18.06,5.65,0.00
22-January-2016,275.00,286.65,274.60,285.05,281.932950887278949668,162463,3455,45803673.00,36169,22.26,12.05,10.05
21-January-2016,279.10,280.55,268.10,274.20,273.064212635797911612,142215,3310,38833827.00,10889,7.66,12.45,-4.90
20-January-2016,280.00,280.00,265.95,274.10,271.453351578479109146,206813,4343,56140082.00,37305,18.04,14.05,-5.90
19-January-2016,276.00,283.90,268.05,282.55,275.584361795590511651,143418,2961,39523758.00,26637,18.57,15.85,6.55
18-January-2016,273.50,280.00,263.10,274.00,271.762204883468424109,198015,2928,53812993.00,42680,21.55,16.90,0.50
15-January-2016,283.85,285.55,273.55,277.65,280.958135792642834896,115588,2162,32475389.00,21750,18.82,12.00,-6.20
14-January-2016,281.60,284.40,276.40,281.40,280.818865132930872293,109493,1963,30747700.00,24727,22.58,8.00,-0.20
13-January-2016,293.45,294.30,273.35,288.10,286.214379396920503874,507031,3576,145119563.00,325948,64.29,20.95,-5.35
12-January-2016,286.00,292.50,285.00,289.70,289.019728423363596116,164889,3272,47656174.00,30112,18.26,7.50,3.70
11-January-2016,283.00,289.15,278.90,285.85,285.686973770832611482,115444,2235,32980847.00,43735,37.88,10.25,2.85
8-January-2016,277.95,287.15,277.95,284.60,282.560223266745005875,98716,2395,27893215.00,16474,16.69,9.20,6.65
7-January-2016,284.80,284.80,275.20,277.60,278.116629451169350099,85090,2521,23664944.00,24431,28.71,9.60,-7.20
6-January-2016,289.50,294.00,284.90,286.55,290.056564056099645013,658899,2620,191117980.00,534029,81.05,9.10,-2.95
5-January-2016,286.50,289.15,282.45,286.95,285.595550663552489104,111747,1773,31914446.00,26884,24.06,6.70,0.45
4-January-2016,288.25,290.85,283.90,286.45,287.532135617202487040,147002,2539,42267799.00,30073,20.46,6.95,-1.80
1-January-2016,289.10,292.15,285.60,287.10,288.542076447328399067,98630,1779,28458905.00,26837,27.21,6.55,-2.00
31-December-2015,290.90,292.85,288.35,289.65,290.867136784525653277,60694,1393,17653890.00,15676,25.83,4.50,-1.25
30-December-2015,293.90,294.45,289.60,290.20,292.009125655871177854,88432,1947,25822951.00,22647,25.61,4.85,-3.70
29-December-2015,286.90,295.95,285.95,293.30,291.337203974587804060,146229,3637,42601948.00,26806,18.33,10.00,6.40
28-December-2015,284.20,288.00,283.00,285.50,284.939307285973180437,414399,2399,118078564.00,335600,80.98,5.00,1.30
24-December-2015,291.50,291.70,284.20,285.00,286.733257540292917809,74765,1589,21437612.00,25796,34.50,7.50,-6.50
23-December-2015,289.75,293.50,288.85,290.10,290.960145859496754474,66091,1306,19229847.00,13477,20.39,4.65,0.35
22-December-2015,289.05,291.90,287.25,288.05,289.592058649872072426,101620,1590,29428345.00,18441,18.15,4.65,-1.00
21-December-2015,287.00,291.40,287.00,289.05,289.499567957417883106,86797,2055,25127694.00,24881,28.67,4.40,2.05
18-December-2015,285.45,287.65,284.35,286.10,286.039212072058787387,81378,1681,23277299.00,21973,27.00,3.30,0.65
17-December-2015,283.60,288.80,281.00,287.30,286.005866783298519730,132611,3564,37927524.00,20419,15.40,7.80,3.70
16-December-2015,287.00,287.00,280.70,281.75,283.407262336422101854,134034,3009,37986209.00,19369,14.45,6.30,-5.25
15-December-2015,277.60,286.00,273.95,285.05,281.027744589804988027,400078,4801,112433018.00,178548,44.63,12.05,7.45
14-December-2015,272.00,278.75,271.00,275.05,276.065557264943496226,124151,3028,34273815.00,21771,17.54,7.75,3.05
11-December-2015,278.60,281.15,272.10,274.05,276.521842597314295427,141192,3213,39042672.00,17185,12.17,9.05,-4.55
10-December-2015,274.05,279.50,268.20,278.55,274.566377398574987110,160981,3817,44199970.00,34783,21.61,11.30,4.50
9-December-2015,273.80,276.00,267.50,270.40,271.676617024703832242,136578,3079,37105049.00,,,8.50,-3.40
8-December-2015,280.20,283.40,272.90,275.15,278.479629530077642017,130213,2710,36261668.00,29051,22.31,10.50,-5.05
7-December-2015,287.10,287.90,280.20,281.80,282.769078978650563453,126186,4424,35681499.00,27672,21.93,7.70,-5.30
4-December-2015,280.00,286.35,279.00,283.75,283.892533683016150182,147181,2624,41783587.00,19281,13.10,7.35,3.75
3-December-2015,287.00,287.40,280.05,283.30,282.967819763994307400,269824,6821,76351509.00,56151,20.81,7.35,-3.70
2-December-2015,299.80,299.80,285.75,289.20,290.640275232322486231,433234,10149,125915249.00,85138,19.65,14.05,-10.60
1-December-2015,308.10,309.10,302.10,304.00,304.212437186896397817,129949,2830,39532102.00,22780,17.53,7.00,-4.10
30-November-2015,307.90,309.30,305.50,306.90,307.592626849068513183,160013,3147,49218819.00,31635,19.77,3.80,-1.00
27-November-2015,300.10,307.00,298.10,305.45,303.650206157229246838,363800,7404,110467945.00,64199,17.65,8.90,5.35
26-November-2015,290.50,301.30,290.50,298.20,296.822440663032105292,181590,4141,53899987.00,55739,30.69,10.80,7.70
24-November-2015,291.80,296.25,289.40,290.45,294.142404733194530790,479338,2863,140993632.00,370264,77.24,6.85,-1.35
23-November-2015,294.80,297.00,291.60,294.25,294.320381827440867671,184586,3789,54327422.00,24719,13.39,5.40,-0.55
20-November-2015,296.00,299.00,292.15,293.45,295.334921157024138354,252337,4164,74523928.00,35272,13.98,6.85,-2.55
19-November-2015,289.00,295.35,287.40,294.40,292.423624524032890017,217452,4428,63588102.00,33198,15.27,7.95,5.40
18-November-2015,294.15,296.60,284.30,286.30,290.351696227477477477,142080,3204,41253169.00,25590,18.01,12.30,-7.85
17-November-2015,298.00,299.65,292.40,294.15,295.774764812161236060,128408,2743,37979846.00,21428,16.69,7.25,-3.85
16-November-2015,296.00,298.35,292.60,296.25,295.790334446598313753,171268,3061,50659419.00,28333,16.54,5.75,0.25
13-November-2015,292.30,301.80,292.30,296.30,297.464093403645698798,251639,3997,74853567.00,34940,13.88,9.50,4.00
11-November-2015,299.90,299.90,295.90,297.00,297.312833144887740268,74292,1616,22087965.00,26684,35.92,4.00,-2.90
10-November-2015,282.60,299.50,282.60,296.25,294.156003237162087902,300263,5221,88324164.00,43124,14.36,16.90,13.65
9-November-2015,279.00,297.50,276.00,290.65,290.983175063063378969,456287,7834,132771840.00,104823,22.97,21.50,11.65
6-November-2015,280.55,287.75,279.30,282.85,283.305337615783278204,187743,3657,53188594.00,33153,17.66,8.45,2.30
5-November-2015,287.00,287.00,279.65,281.20,282.630772638340285724,243801,2921,68905665.00,26895,11.03,7.35,-5.80
4-November-2015,289.00,289.50,283.30,285.60,286.058470323330733344,203847,4569,58312161.00,32915,16.15,6.20,-3.40
3-November-2015,277.70,292.35,276.30,287.50,287.283440772488419651,931535,17920,267614580.00,131600,14.13,16.05,9.80
2-November-2015,265.50,275.90,262.40,274.15,270.268814078337887861,257985,5566,69725300.00,43877,17.01,13.50,8.65
30-October-2015,264.00,269.20,262.40,265.40,266.344741949375003686,169521,3763,45151027.00,26908,15.87,6.80,1.40
29-October-2015,271.70,271.70,261.65,263.95,266.521068273254756080,247315,6532,65914658.00,55734,22.54,10.05,-7.75
28-October-2015,275.35,275.35,266.00,271.80,271.478582633336706811,790480,14350,214598390.00,91625,11.59,9.35,-3.55
27-October-2015,244.05,282.65,241.00,276.15,267.072814028335875824,1737797,27329,464118335.00,158029,9.09,41.65,32.10
26-October-2015,250.20,252.25,243.20,244.05,245.919947994056463595,102296,2743,25156627.00,22959,22.44,9.05,-6.15
23-October-2015,255.10,257.00,250.00,251.50,252.899075067709131790,156552,3846,39591856.00,37157,23.73,7.00,-3.60
21-October-2015,246.60,254.00,246.00,252.15,250.215413952010170030,220255,4822,55111196.00,36406,16.53,8.00,5.55
20-October-2015,248.00,249.65,244.75,245.85,246.831080301429928192,112663,2863,27808730.00,12515,11.11,4.90,-2.15
19-October-2015,248.00,252.00,245.00,246.95,249.220020718893367342,114871,2999,28628153.00,25195,21.93,7.00,-1.05
16-October-2015,243.50,249.00,242.30,247.55,246.460204858295567041,201017,4048,49542691.00,32659,16.25,6.70,4.05
15-October-2015,243.40,245.70,242.00,242.60,243.627650721684983787,139396,3815,33960720.00,22605,16.22,3.70,-0.80
14-October-2015,244.00,245.35,241.00,242.05,243.149594114213961056,113086,2778,27496815.00,24199,21.40,4.35,-1.95
13-October-2015,240.50,245.40,239.10,242.15,242.416324580411580236,148598,3960,36022581.00,26713,17.98,6.30,1.65
12-October-2015,241.00,243.90,237.60,238.65,240.543168431653798028,131068,3321,31527512.00,18633,14.22,6.30,-2.35
9-October-2015,241.00,243.25,237.20,238.60,239.823915338075100204,144953,3832,34763196.00,26277,18.13,6.05,-2.40
8-October-2015,243.30,247.95,239.40,240.60,244.290421263791374122,259220,5950,63324963.00,48403,18.67,8.55,-2.70
7-October-2015,230.20,244.70,228.00,241.30,233.907506505037008386,910064,8918,212870801.00,507280,55.74,16.70,11.10
6-October-2015,232.00,234.80,229.00,230.20,232.062910067441789496,131076,2709,30417878.00,17026,12.99,5.80,-1.80
5-October-2015,232.00,232.00,227.40,229.00,229.270295422144780611,101008,2193,23158134.00,19081,18.89,4.60,-3.00
1-October-2015,232.10,233.85,228.10,229.60,230.427303262955854126,87528,1733,20168841.00,11573,13.22,5.75,-2.50
30-September-2015,231.40,232.50,228.45,230.20,230.219393719697312972,110345,2520,25403559.00,15674,14.20,4.05,-1.20
29-September-2015,230.00,233.50,226.35,230.30,230.203080255334214993,96031,2335,22106632.00,13503,14.06,7.15,0.30
28-September-2015,235.00,237.80,230.60,231.65,234.150392681642681642,91168,1797,21347023.00,24676,27.07,7.20,-3.35
24-September-2015,230.00,237.40,227.80,235.80,230.353515131188565826,1162830,3848,267861978.00,1022726,87.95,9.60,5.80
23-September-2015,229.85,232.65,224.60,230.05,229.793858406927744449,116517,2813,26774891.00,16135,13.85,8.05,0.20
22-September-2015,234.00,236.40,226.55,229.85,232.779172215415756671,93865,1931,21849817.00,16295,17.36,9.85,-4.15
21-September-2015,235.65,236.60,232.10,233.60,234.285623590117653415,74031,1728,17344399.00,9803,13.24,4.50,-2.05
18-September-2015,234.00,238.00,231.45,235.65,235.084954908488457510,127962,2678,30081941.00,22695,17.74,6.55,1.65
16-September-2015,231.40,241.40,231.00,232.55,232.070306363521669590,3931408,8243,912363059.00,3526607,89.70,10.40,1.15
15-September-2015,231.65,233.15,229.10,231.00,231.087406461575008908,134704,2600,31128398.00,28679,21.29,4.05,-0.65
14-September-2015,234.30,235.65,231.00,231.95,232.527461965178228154,109242,1715,25401765.00,22570,20.66,4.65,-2.35
11-September-2015,230.10,235.20,228.60,232.60,232.333750699617446295,173309,3779,40265530.00,21989,12.69,6.60,2.50
10-September-2015,220.00,230.40,220.00,228.20,227.080649888792464324,173999,4198,39511806.00,20463,11.76,10.40,8.20
9-September-2015,222.30,228.90,220.70,225.90,225.447321912988359413,186159,3639,41969048.00,34026,18.28,8.20,3.60
8-September-2015,218.60,221.95,215.15,220.45,218.601375100203490164,162170,3640,35450585.00,13736,8.47,6.80,1.85
7-September-2015,224.00,226.40,216.70,218.05,221.064884078730967160,131943,2880,29167964.00,21440,16.25,9.70,-5.95
4-September-2015,219.50,224.90,215.60,223.00,219.137935075588890191,204792,4432,44877696.00,30219,14.76,9.30,3.50
3-September-2015,222.20,224.95,218.05,221.05,221.183744114381394023,168419,3559,37251545.00,32099,19.06,6.90,-1.15
2-September-2015,220.00,222.50,216.35,220.25,218.742592235028517110,269312,5542,58910005.00,34668,12.87,6.15,0.25
1-September-2015,224.60,225.90,202.60,216.75,215.963978959551102412,307598,7127,66430088.00,35439,11.52,23.30,-7.85
31-August-2015,220.55,225.00,216.55,223.45,221.448662400410472756,140326,3415,31075005.00,19216,13.69,8.45,2.90
28-August-2015,228.95,230.60,219.10,220.40,225.148092559143346599,193217,3553,43502439.00,54809,28.37,11.50,-8.55
27-August-2015,230.00,232.65,223.10,226.70,228.143078696551232381,168292,3722,38394655.00,34613,20.57,9.55,-3.30
26-August-2015,220.00,229.75,220.00,227.45,226.872624322496644024,198154,3042,44955718.00,42868,21.63,9.75,7.45
25-August-2015,212.00,228.40,212.00,223.80,220.034347351120471611,406436,6639,89429880.00,61650,15.17,16.40,11.80
24-August-2015,229.00,229.00,201.00,213.55,215.831303939573868736,362095,5410,78151436.00,46654,12.88,28.00,-15.45
21-August-2015,229.75,230.20,222.65,228.75,226.272769466138745480,174521,2943,39489350.00,21048,12.06,7.55,-1.00
20-August-2015,229.30,233.20,227.35,231.80,230.644265576678733248,333704,3976,76966914.00,118529,35.52,5.85,2.50
19-August-2015,230.40,235.00,228.55,229.00,231.401844868382135462,270480,3583,62589571.00,96799,35.79,6.45,-1.40
18-August-2015,231.10,233.90,229.55,230.25,231.267800750759697312,167830,2724,38813675.00,33790,20.13,4.35,-0.85
17-August-2015,231.00,234.45,228.20,229.80,231.269491900908297170,153474,2414,35493854.00,24749,16.13,6.25,-1.20
14-August-2015,226.80,230.65,225.00,230.00,228.093949271783389856,182226,2332,41564648.00,43262,23.74,5.65,3.20
13-August-2015,224.40,228.90,224.00,225.55,226.068632929229124656,123483,1927,27915633.00,24417,19.77,4.90,1.15
12-August-2015,222.00,226.80,220.00,223.45,224.167468674755336392,277013,3666,62097303.00,38455,13.88,6.80,1.45
11-August-2015,234.60,234.70,222.40,223.55,226.069454603639023498,262488,4530,59340519.00,62202,23.70,12.30,-11.05
10-August-2015,238.65,239.75,232.85,234.15,236.451806601193112251,153548,1994,36306702.00,40159,26.15,6.90,-4.50
7-August-2015,237.90,241.50,237.00,239.15,239.327056951534840548,241328,2641,57756320.00,99915,41.40,4.50,1.25
6-August-2015,235.20,240.00,233.75,236.85,237.404738437854936967,213066,3464,50582878.00,32709,15.35,6.25,1.65
5-August-2015,234.10,237.50,232.60,234.65,234.922165057162335146,203893,2731,47898985.00,32214,15.80,4.90,0.55
4-August-2015,231.00,234.50,227.05,233.35,231.064690100371797840,293708,4188,67865548.00,33247,11.32,7.45,2.35
3-August-2015,237.90,237.90,229.50,230.10,232.966361606595186103,244542,3428,56970060.00,74887,30.62,8.40,-7.80
31-July-2015,235.70,240.80,233.75,237.95,237.691092146114651573,269268,3712,64002605.00,70731,26.27,7.05,2.25
30-July-2015,237.70,239.40,234.05,235.95,236.541983006118957167,172415,2752,40783386.00,39308,22.80,5.35,-1.75
29-July-2015,234.05,238.50,232.10,235.00,235.441522864033341918,170836,2727,40221888.00,38629,22.61,6.40,0.95
28-July-2015,241.60,243.45,228.90,232.55,233.493153055967025181,248432,4467,58007171.00,51956,20.91,14.55,-9.05
27-July-2015,252.00,255.90,239.25,241.55,242.526860421152992619,364998,5677,88521819.00,151250,41.44,16.65,-10.45
24-July-2015,263.50,267.65,249.50,251.45,257.784596383738834744,557869,8219,143810035.00,93453,16.75,18.15,-12.05
23-July-2015,264.20,271.50,262.55,263.35,266.841986969169323295,193541,3261,51644865.00,34017,17.58,8.95,-0.85
22-July-2015,259.00,265.40,256.00,264.00,261.851859904336482586,101188,1730,26496266.00,24406,24.12,9.40,5.00
21-July-2015,264.60,266.25,256.00,257.95,262.346607357198333686,113304,1737,29724920.00,19034,16.80,10.25,-6.65
20-July-2015,264.00,268.50,260.00,263.80,264.661648833209806362,138971,2084,36780294.00,29893,21.51,8.50,-0.20
17-July-2015,268.95,269.75,261.45,263.35,265.380878919848735136,146498,2483,38877768.00,50668,34.59,8.30,-5.60
16-July-2015,268.95,269.65,265.10,266.55,266.764842782372447960,100116,1864,26707429.00,24899,24.87,4.55,-2.40
15-July-2015,266.85,272.35,265.55,268.25,269.411803467185565186,226120,3180,60919397.00,44113,19.51,6.80,1.40
14-July-2015,271.00,272.00,266.00,266.30,267.731466638635587207,152212,2515,40751942.00,25805,16.95,6.00,-4.70
13-July-2015,256.10,272.50,256.10,270.65,267.484786353656476946,296050,5101,79188871.00,76605,25.88,16.40,14.55
10-July-2015,257.00,259.55,254.30,256.95,256.609296134433091222,129968,2111,33350997.00,19219,14.79,5.25,-0.05
9-July-2015,264.20,267.40,258.00,259.25,261.155501548776981539,184339,2975,48141144.00,22656,12.29,9.40,-4.95
8-July-2015,268.00,272.70,263.10,265.00,268.072519989938604229,282267,4852,75668026.00,32401,11.48,9.60,-3.00
7-July-2015,265.90,271.80,264.60,270.15,268.193561754492714092,190642,3523,51128957.00,54721,28.70,7.20,4.25
6-July-2015,257.85,265.90,252.00,264.40,260.937190071124647600,286961,4549,74878797.00,53448,18.63,13.90,6.55
3-July-2015,258.25,262.45,255.60,257.50,259.039072579158833720,244161,3612,63247239.00,55254,22.63,6.85,-0.75
2-July-2015,250.10,259.80,248.00,257.25,256.041910001744903696,464209,6669,118856959.00,84361,18.17,11.80,7.15
1-July-2015,244.90,247.95,244.00,245.55,245.841319016830870279,155904,2179,38327645.00,26146,16.77,3.95,0.65
30-June-2015,243.90,245.60,239.65,243.75,243.198802372984107934,161653,2925,39313816.00,20192,12.49,5.95,-0.15
29-June-2015,241.80,243.00,235.20,241.60,238.405060887960727943,221226,3125,52741398.00,31318,14.16,7.80,-0.20
26-June-2015,239.00,247.00,236.50,245.10,241.690821124175156779,146543,2449,35418098.00,22518,15.37,10.50,6.10
25-June-2015,239.00,243.40,237.75,238.90,240.763407152404488763,103993,2023,25037709.00,15640,15.04,5.65,-0.10
24-June-2015,243.10,243.45,236.20,240.35,239.459170847904313009,197310,3042,47247689.00,41541,21.05,7.25,-2.75
23-June-2015,245.90,248.00,242.05,242.85,245.089945182662307797,160898,2260,39434482.00,28375,17.64,5.95,-3.05
22-June-2015,241.00,247.00,241.00,244.90,244.323455047560601411,162950,2519,39812507.00,28009,17.19,6.00,3.90
19-June-2015,232.50,241.65,232.50,239.85,236.862984255380615340,173075,2624,40995061.00,32803,18.95,9.15,7.35
18-June-2015,232.00,236.25,230.70,231.90,233.739011711655289033,159670,2444,37321108.00,25977,16.27,5.55,-0.10
17-June-2015,229.00,233.40,228.30,231.80,231.229389517654031780,141724,2203,32770754.00,24277,17.13,5.10,2.80
16-June-2015,229.85,229.85,222.80,228.45,226.225598440264288551,138485,2049,31328852.00,17001,12.28,7.05,-1.40
15-June-2015,225.50,229.65,222.85,228.15,226.920034711099036118,246607,3189,55960069.00,59736,24.22,6.80,2.65
12-June-2015,224.00,228.65,219.60,225.10,223.902502614420032481,207503,3390,46460441.00,19479,9.39,9.05,1.10
11-June-2015,225.25,232.95,225.10,226.50,228.734995482318420511,335349,5223,76706052.00,49438,14.74,7.85,1.25
10-June-2015,215.50,225.50,215.50,224.00,223.719715622500834367,158803,2127,35527362.00,36863,23.21,10.00,8.50
9-June-2015,217.50,220.30,215.00,218.80,218.016084601305256151,162267,2331,35376816.00,26552,16.36,5.30,1.30
8-June-2015,223.00,224.20,217.00,219.10,219.240419237009465802,115257,2331,25268993.00,22558,19.57,7.20,-3.90
5-June-2015,226.00,227.35,221.70,223.50,224.271043213503552160,187210,4005,41985782.00,18350,9.80,5.65,-2.50
4-June-2015,222.00,228.60,217.85,226.55,223.822622523015282015,303494,4422,67928823.00,31431,10.36,10.75,4.55
3-June-2015,226.80,226.80,215.00,221.40,220.843103697784601058,317866,4513,70198514.00,30496,9.59,11.80,-5.40
2-June-2015,237.00,239.00,218.70,225.90,227.353817368856404091,479951,6489,109118692.00,109592,22.83,20.30,-11.10
1-June-2015,238.00,240.45,234.50,236.00,238.133614899246895990,196520,3101,46798018.00,47085,23.96,5.95,-2.00
29-May-2015,237.40,239.90,234.10,237.95,237.334866500629335047,149364,2645,35449285.00,25497,17.07,5.80,0.55
28-May-2015,237.00,241.45,235.05,236.10,238.782734124118119907,245073,3735,58519201.00,26978,11.01,6.40,-0.90
27-May-2015,232.70,239.00,231.45,235.95,236.289484489771566745,284941,4249,67328562.00,57676,20.24,7.55,3.25
26-May-2015,230.00,235.65,230.00,234.80,234.130275107115643255,240161,4041,56228961.00,50167,20.89,5.65,4.80
25-May-2015,227.35,233.15,226.00,230.15,230.688156017278786575,204644,3018,47208947.00,45978,22.47,7.15,2.80
22-May-2015,229.95,231.25,225.30,227.35,227.876321978386645313,207927,3052,47381640.00,40548,19.50,5.95,-2.60
21-May-2015,221.40,232.50,218.25,229.95,227.958943190782347820,489322,6593,111545326.00,96936,19.81,14.25,8.55
20-May-2015,223.30,224.35,219.50,220.20,221.356193104194565055,147858,2003,32729284.00,49267,33.32,4.85,-3.10
19-May-2015,222.80,225.70,221.40,222.00,223.436714065785841730,702826,3100,157037132.00,485582,69.09,4.30,-0.80
18-May-2015,222.90,225.00,219.35,224.15,222.383760837137313399,178322,2841,39655917.00,40653,22.80,5.65,1.25
15-May-2015,225.25,227.00,219.80,221.40,223.164697881070112552,179383,2243,40031953.00,46762,26.07,7.20,-3.85
14-May-2015,219.00,224.75,215.60,224.15,221.280779940416390011,287663,5113,63654293.00,50324,17.49,9.15,5.15
13-May-2015,224.70,227.00,217.70,219.80,220.307494778016434469,811952,4159,178879111.00,55319,6.81,9.30,-4.90
12-May-2015,228.00,230.85,221.05,222.45,224.784851612991145497,293523,4260,65979524.00,34485,11.75,9.80,-5.55
11-May-2015,222.00,228.00,221.50,227.20,225.742338127087100879,209022,2996,47185115.00,35313,16.89,6.50,5.20
8-May-2015,217.90,226.40,217.40,220.85,221.835375441465817442,364411,9164,80839251.00,60209,16.52,9.00,2.95
7-May-2015,225.00,225.00,208.70,216.15,216.286429475747716351,587656,18278,127102018.00,151236,25.74,16.30,-8.85
6-May-2015,240.30,240.30,225.00,226.00,229.562109920819748486,386460,11850,88716573.00,65322,16.90,15.30,-14.30
